0	    400	    5232	1.02E-07
50	    475	    5170	9.68E-08
100	    550	    5109	9.24E-08
150	    625	    5047	9.15E-06
200	    700	    4986	8.83E-06
250	    775	    4924	8.51E-06
300	    850	    4863	6.63E-04
350	    925	    4801	6.47E-04
400	    1000	4740	3.49E-02
450	    1075	4678	3.44E-02
500	    1150	4616	3.40E-02
550	    1225	4555	9.66E-01
